state,county,med_prop_tax_paid,med_housing_value,prop_tax_rate
Maryland,Garrett County,1836,235300.0,0.72
Maryland,Harford County,3448,386400.0,0.83
Maryland,Howard County,6987,597900.0,1.11
Maryland,Kent County,3025,330900.0,0.92
Maryland,Montgomery County,5539,640300.0,0.85
Maryland,Prince George's County,4771,426000.0,1.06
Maryland,Queen Anne's County,3623,462700.0,0.74
Maryland,St. Mary's County,3424,407600.0,0.77
Maryland,Somerset County,1591,173200.0,0.7
Maryland,Talbot County,2647,409700.0,0.56
Maryland,Washington County,2481,296100.0,0.81
Maryland,Wicomico County,2171,254700.0,0.77
Maryland,Worcester County,2738,374700.0,0.73
Maryland,Baltimore city,3354,229600.0,1.37
Massachusetts,Barnstable County,4239,629000.0,0.65
Massachusetts,Berkshire County,4036,305400.0,1.13
Massachusetts,Bristol County,4807,451200.0,1.03
Massachusetts,Dukes County,5828,1165800.0,0.46
Massachusetts,Essex County,6430,619100.0,1.02
Massachusetts,Franklin County,4720,329000.0,1.32
Massachusetts,Hampden County,4455,298800.0,1.41
Massachusetts,Hampshire County,5589,390300.0,1.36
Massachusetts,Middlesex County,7501,727800.0,1.01
Massachusetts,Nantucket County,3974,1593800.0,0.27
Massachusetts,Norfolk County,7261,683900.0,1.02
Massachusetts,Plymouth County,6502,556000.0,1.06
Massachusetts,Suffolk County,4649,705800.0,0.69
Massachusetts,Worcester County,5438,423700.0,1.25
Michigan,Alcona County,1341,162800.0,0.81
Michigan,Alger County,1656,176200.0,0.89
Michigan,Allegan County,2884,267100.0,1.0
Michigan,Alpena County,1639,153900.0,1.01
Michigan,Antrim County,2157,255500.0,0.8
Michigan,Arenac County,1707,150600.0,1.0
Michigan,Baraga County,1679,138100.0,0.86
Michigan,Barry County,2769,264100.0,0.96
Michigan,Bay County,2271,152200.0,1.31
Michigan,Benzie County,2262,285700.0,0.77
Michigan,Berrien County,2429,224300.0,1.02
Michigan,Branch County,1879,162500.0,1.01
Michigan,Calhoun County,2368,162800.0,1.34
Michigan,Cass County,2116,218000.0,0.93
Michigan,Charlevoix County,2493,276800.0,0.84
Michigan,Cheboygan County,1704,192500.0,0.87
Michigan,Chippewa County,2038,161900.0,1.12
Michigan,Clare County,1489,133800.0,0.99
Michigan,Clinton County,3185,259500.0,1.19
Michigan,Crawford County,1734,163000.0,1.0
Michigan,Delta County,1771,157100.0,1.06
Michigan,Dickinson County,1940,153300.0,1.15
Michigan,Eaton County,3067,216900.0,1.34
Michigan,Emmet County,2634,315700.0,0.82
Michigan,Genesee County,2487,182400.0,1.25
Michigan,Gladwin County,1867,162300.0,1.01
Michigan,Gogebic County,1535,107200.0,1.22
Michigan,Grand Traverse County,3010,339400.0,0.84
Michigan,Gratiot County,1826,147500.0,1.1
Michigan,Hillsdale County,1738,176100.0,0.91
Michigan,Houghton County,1858,159900.0,1.13
Michigan,Huron County,1829,154300.0,1.07
Michigan,Ingham County,3640,198800.0,1.76
Michigan,Ionia County,2237,198500.0,1.0
Michigan,Iosco County,1359,142200.0,0.88
Michigan,Iron County,1467,109100.0,1.05
Michigan,Isabella County,2276,170400.0,1.17
Michigan,Jackson County,2432,193700.0,1.11
Michigan,Kalamazoo County,3498,241800.0,1.35
Michigan,Kalkaska County,1646,188900.0,0.88
Michigan,Kent County,3217,289900.0,1.05
Michigan,Keweenaw County,1689,169800.0,1.0
Michigan,Lake County,1456,133900.0,0.81
Michigan,Lapeer County,2202,239000.0,0.81
Michigan,Leelanau County,3118,458400.0,0.66
Michigan,Lenawee County,2492,196800.0,1.15
Michigan,Livingston County,3454,356800.0,0.95
Michigan,Luce County,1097,112000.0,0.77
Michigan,Mackinac County,1863,174500.0,0.86
Michigan,Macomb County,3404,243900.0,1.23
Michigan,Manistee County,1898,182200.0,0.91
Michigan,Marquette County,2109,216500.0,0.99
Michigan,Mason County,2334,219600.0,0.98
Michigan,Mecosta County,1778,178900.0,0.93
Michigan,Menominee County,1537,151800.0,0.93
Michigan,Midland County,2875,195400.0,1.39
Michigan,Missaukee County,1675,170400.0,0.83
Michigan,Monroe County,2648,228900.0,1.04
Michigan,Montcalm County,1876,185500.0,0.99
Michigan,Montmorency County,1364,158600.0,0.84
Michigan,Muskegon County,2348,198300.0,1.1
Michigan,Newaygo County,2055,186700.0,0.98
Michigan,Oakland County,4371,343600.0,1.25
Michigan,Oceana County,1914,190100.0,0.82
Michigan,Ogemaw County,1464,154900.0,0.91
Michigan,Ontonagon County,1294,111700.0,1.13
Michigan,Osceola County,1584,155400.0,0.91
Michigan,Oscoda County,1177,125500.0,0.79
Michigan,Otsego County,1755,219700.0,0.77
Michigan,Ottawa County,3313,323400.0,1.03
Michigan,Presque Isle County,1432,151300.0,0.85
Michigan,Roscommon County,1604,158700.0,0.89
Michigan,Saginaw County,2284,152800.0,1.34
Michigan,St. Clair County,2562,224600.0,1.04
Michigan,St. Joseph County,1959,178300.0,1.01
Michigan,Sanilac County,1520,168300.0,0.8
Michigan,Schoolcraft County,1407,141800.0,0.89
Michigan,Shiawassee County,2251,171600.0,1.12
Michigan,Tuscola County,1812,149500.0,1.09
Michigan,Van Buren County,2536,206500.0,1.11
Michigan,Washtenaw County,5678,374100.0,1.46
Michigan,Wayne County,2904,178500.0,1.47
Michigan,Wexford County,1927,170400.0,1.06
Minnesota,Aitkin County,1407,255800.0,0.58
Minnesota,Anoka County,3271,346500.0,0.94
Minnesota,Becker County,2014,291000.0,0.7
Minnesota,Beltrami County,2309,237500.0,0.8
Minnesota,Benton County,2651,271000.0,0.92
Minnesota,Big Stone County,1473,169100.0,0.87
Minnesota,Blue Earth County,2601,266700.0,0.96
Minnesota,Brown County,1976,191200.0,1.0
Minnesota,Carlton County,2862,245100.0,1.08
Minnesota,Carver County,4501,453600.0,0.96
Minnesota,Cass County,1615,288300.0,0.56
Minnesota,Chippewa County,1711,156100.0,1.03
Minnesota,Chisago County,3780,351900.0,1.02
Minnesota,Clay County,3013,265500.0,1.11
Minnesota,Clearwater County,1295,192100.0,0.69
Minnesota,Cook County,2304,336200.0,0.69
Minnesota,Cottonwood County,1781,169300.0,1.05
Minnesota,Crow Wing County,2283,306800.0,0.72
Minnesota,Dakota County,3749,381000.0,0.96
Minnesota,Dodge County,3191,287700.0,1.01
Minnesota,Douglas County,2674,321400.0,0.84
Minnesota,Faribault County,1334,135300.0,0.9
Minnesota,Fillmore County,2076,221100.0,0.81
Minnesota,Freeborn County,1907,171100.0,1.08
Minnesota,Goodhue County,2998,285100.0,0.98
Minnesota,Grant County,1783,191000.0,0.86
Minnesota,Hennepin County,4480,392900.0,1.1
Minnesota,Houston County,2756,239000.0,1.03
Minnesota,Hubbard County,2217,282600.0,0.74
Minnesota,Isanti County,3081,306200.0,0.97
Minnesota,Itasca County,1945,225200.0,0.86
Minnesota,Jackson County,1460,157100.0,0.84
Minnesota,Kanabec County,2582,228100.0,1.08
Minnesota,Kandiyohi County,2492,243200.0,0.91
Minnesota,Kittson County,1239,134800.0,0.81
Minnesota,Koochiching County,1156,156600.0,0.79
Minnesota,Lac qui Parle County,1422,157600.0,0.9
Minnesota,Lake County,1765,241300.0,0.61
Minnesota,Lake of the Woods County,1419,216100.0,0.82
Minnesota,Le Sueur County,3366,316500.0,0.98
Minnesota,Lincoln County,1574,164400.0,0.9
Minnesota,Lyon County,2126,200700.0,0.98
Minnesota,McLeod County,2840,246100.0,1.09
Minnesota,Mahnomen County,1509,161900.0,0.87
Minnesota,Marshall County,1315,164500.0,0.82
Minnesota,Martin County,1671,163500.0,1.0
Minnesota,Meeker County,2243,249000.0,0.83
Minnesota,Mille Lacs County,2698,258300.0,0.96
Minnesota,Morrison County,2190,248500.0,0.81
Minnesota,Mower County,1907,185200.0,0.98
Minnesota,Murray County,1471,185400.0,0.75
Minnesota,Nicollet County,3046,270300.0,1.04
Minnesota,Nobles County,1956,197200.0,0.86
Minnesota,Norman County,1378,147100.0,0.91
Minnesota,Olmsted County,3525,331700.0,1.01
Minnesota,Otter Tail County,2093,273000.0,0.73
Minnesota,Pennington County,2458,195500.0,1.08
Minnesota,Pine County,2068,239300.0,0.83
Minnesota,Pipestone County,1209,140200.0,0.83
Minnesota,Polk County,2245,222800.0,1.01
Minnesota,Pope County,1967,255100.0,0.69
Minnesota,Ramsey County,3966,326600.0,1.19
Minnesota,Red Lake County,1622,162000.0,1.01
Minnesota,Redwood County,1581,158200.0,0.82
Minnesota,Renville County,1691,163200.0,1.01
Minnesota,Rice County,3115,320200.0,1.01
Minnesota,Rock County,1590,224300.0,0.73
Minnesota,Roseau County,1779,183700.0,0.94
Minnesota,St. Louis County,2271,221400.0,1.02
Minnesota,Scott County,4230,419400.0,0.95
Minnesota,Sherburne County,3560,361400.0,0.95
Minnesota,Sibley County,2544,231900.0,0.95
Minnesota,Stearns County,2742,273400.0,0.91
Minnesota,Steele County,2964,245400.0,1.16
Minnesota,Stevens County,1634,202800.0,0.82
Minnesota,Swift County,1386,161400.0,0.8
Minnesota,Todd County,1982,207700.0,0.95
Minnesota,Traverse County,1126,114100.0,0.92
Minnesota,Wabasha County,2785,264400.0,0.95
Minnesota,Wadena County,1806,173000.0,1.01
Minnesota,Waseca County,2603,220800.0,1.13
Minnesota,Washington County,4164,422000.0,0.94
Minnesota,Watonwan County,1700,162400.0,1.02
Minnesota,Wilkin County,1435,182200.0,0.91
Minnesota,Winona County,2180,235400.0,0.86
Minnesota,Wright County,3523,358900.0,0.95
Minnesota,Yellow Medicine County,1606,154700.0,0.96
Mississippi,Adams County,974,108700.0,0.51
Mississippi,Alcorn County,831,142100.0,0.46
Mississippi,Amite County,386,100800.0,0.33
Mississippi,Attala County,707,104600.0,0.54
Mississippi,Benton County,720,105100.0,0.39
Mississippi,Bolivar County,950,130000.0,0.55
Mississippi,Calhoun County,600,90300.0,0.55
Mississippi,Carroll County,577,109600.0,0.51
Mississippi,Chickasaw County,800,109800.0,0.42
Mississippi,Choctaw County,563,117200.0,0.4
Mississippi,Claiborne County,403,82700.0,0.31
Mississippi,Clarke County,666,118100.0,0.41
Mississippi,Clay County,810,129100.0,0.57
Mississippi,Coahoma County,1012,90300.0,0.75
Mississippi,Copiah County,820,114100.0,0.42
Mississippi,Covington County,619,105100.0,0.41
Mississippi,DeSoto County,1613,269600.0,0.53
Mississippi,Forrest County,1361,168000.0,0.7
Mississippi,Franklin County,739,101900.0,0.54
Mississippi,George County,1044,166900.0,0.53
Mississippi,Greene County,791,92700.0,0.52
Mississippi,Grenada County,1355,132200.0,0.75
Mississippi,Hancock County,1583,224200.0,0.66
Mississippi,Harrison County,1370,212200.0,0.59
Mississippi,Hinds County,1403,159900.0,0.72
Mississippi,Holmes County,690,80400.0,0.51
Mississippi,Humphreys County,861,87800.0,0.74
Mississippi,Issaquena County,n.a.,110800.0,0.32
Mississippi,Itawamba County,835,142400.0,0.42
Mississippi,Jackson County,1366,193100.0,0.67
Mississippi,Jasper County,737,107100.0,0.41
Mississippi,Jefferson County,698,81300.0,0.62
Mississippi,Jefferson Davis County,800,90100.0,0.53
Mississippi,Jones County,1053,143100.0,0.7
Mississippi,Kemper County,563,99600.0,0.49
Mississippi,Lafayette County,1719,315400.0,0.52
Mississippi,Lamar County,1479,224700.0,0.63
Mississippi,Lauderdale County,1228,133300.0,0.65
Mississippi,Lawrence County,674,100000.0,0.61
Mississippi,Leake County,778,116800.0,0.58
Mississippi,Lee County,1384,199500.0,0.7
Mississippi,Leflore County,1033,101200.0,0.77
Mississippi,Lincoln County,1089,155800.0,0.57
Mississippi,Lowndes County,992,164100.0,0.54
Mississippi,Madison County,2108,311100.0,0.62
Mississippi,Marion County,922,122800.0,0.57
Mississippi,Marshall County,1213,167900.0,0.6
Mississippi,Monroe County,843,120800.0,0.48
Mississippi,Montgomery County,1269,126800.0,0.81
Mississippi,Neshoba County,893,100000.0,0.53
Mississippi,Newton County,778,106300.0,0.49
Mississippi,Noxubee County,868,90800.0,0.39
Mississippi,Oktibbeha County,1691,237700.0,0.69
Mississippi,Panola County,826,127800.0,0.56
Mississippi,Pearl River County,1189,182300.0,0.58
Mississippi,Perry County,763,124000.0,0.44
Mississippi,Pike County,975,110800.0,0.6
Mississippi,Pontotoc County,911,157100.0,0.5
Mississippi,Prentiss County,894,122500.0,0.48
Mississippi,Quitman County,740,69600.0,0.72
Mississippi,Rankin County,1428,237400.0,0.58
Mississippi,Scott County,710,106700.0,0.51
Mississippi,Sharkey County,861,98000.0,0.72
Mississippi,Simpson County,751,122200.0,0.44
Mississippi,Smith County,469,112600.0,0.38
Mississippi,Stone County,1134,161100.0,0.49
Mississippi,Sunflower County,930,100300.0,0.65
Mississippi,Tallahatchie County,503,82300.0,0.45
Mississippi,Tate County,1354,209000.0,0.63
Mississippi,Tippah County,956,124100.0,0.56
Mississippi,Tishomingo County,705,145100.0,0.34
Mississippi,Tunica County,940,175900.0,0.45
Mississippi,Union County,918,163400.0,0.42
Mississippi,Walthall County,913,126600.0,0.49
Mississippi,Warren County,1244,156400.0,0.47
Mississippi,Washington County,891,104000.0,0.92
Mississippi,Wayne County,578,91100.0,0.47
Mississippi,Webster County,821,120100.0,0.44
Mississippi,Wilkinson County,895,90000.0,0.62
Mississippi,Winston County,806,124600.0,0.49
Mississippi,Yalobusha County,809,122300.0,0.47
Mississippi,Yazoo County,1197,153800.0,0.53
Missouri,Adair County,1276,165700.0,0.67
Missouri,Andrew County,1568,215400.0,0.69
Missouri,Atchison County,1241,106800.0,1.06
Missouri,Audrain County,1131,143100.0,0.72
Missouri,Barry County,988,187800.0,0.46
Missouri,Barton County,963,136500.0,0.59
Missouri,Bates County,1039,170800.0,0.56
Missouri,Benton County,937,177900.0,0.47
Missouri,Bollinger County,1034,179800.0,0.48
Missouri,Boone County,2328,272800.0,0.82
Missouri,Buchanan County,1281,166300.0,0.74
Missouri,Butler County,967,145100.0,0.64
Missouri,Caldwell County,1338,166500.0,0.64
Missouri,Callaway County,1548,201600.0,0.66
Missouri,Camden County,1426,305400.0,0.46
Missouri,Cape Girardeau County,1421,220700.0,0.63
Missouri,Carroll County,924,117500.0,0.69
Missouri,Carter County,677,159400.0,0.44
Missouri,Cass County,2504,292400.0,0.83
Missouri,Cedar County,1044,168100.0,0.59
Missouri,Chariton County,1032,160900.0,0.69
Missouri,Christian County,1938,274900.0,0.69
Missouri,Clark County,1134,130700.0,0.66
Missouri,Clay County,2941,275600.0,1.06
Missouri,Clinton County,1845,226800.0,0.72
Missouri,Cole County,1769,229600.0,0.73
Missouri,Cooper County,1334,203500.0,0.63
Missouri,Crawford County,972,172600.0,0.51
Missouri,Dade County,1055,170600.0,0.57
Missouri,Dallas County,756,190300.0,0.42
Missouri,Daviess County,1067,161800.0,0.49
Missouri,DeKalb County,1285,169200.0,0.59
Missouri,Dent County,878,167500.0,0.35
Missouri,Douglas County,740,168200.0,0.38
Missouri,Dunklin County,688,97600.0,0.71
Missouri,Franklin County,1813,227600.0,0.73
Missouri,Gasconade County,1315,179900.0,0.63
Missouri,Gentry County,1249,134000.0,0.74
Missouri,Greene County,1572,221300.0,0.72
Missouri,Grundy County,1125,112500.0,0.77
Missouri,Harrison County,973,109500.0,0.8
Missouri,Henry County,1296,160600.0,0.62
Missouri,Hickory County,722,176100.0,0.4
Missouri,Holt County,967,138200.0,0.79
Missouri,Howard County,1227,159400.0,0.53
Missouri,Howell County,872,173000.0,0.44
Missouri,Iron County,810,119300.0,0.49
Missouri,Jackson County,2575,230500.0,1.13
Missouri,Jasper County,1196,166900.0,0.68
Missouri,Jefferson County,1906,237200.0,0.8
Missouri,Johnson County,1565,235700.0,0.69
Missouri,Knox County,842,101400.0,0.65
Missouri,Laclede County,1011,168400.0,0.54
Missouri,Lafayette County,1581,216500.0,0.69
Missouri,Lawrence County,1032,175100.0,0.49
Missouri,Lewis County,919,130200.0,0.64
Missouri,Lincoln County,1811,244300.0,0.69
Missouri,Linn County,888,123300.0,0.7
Missouri,Livingston County,1202,147700.0,0.75
Missouri,McDonald County,712,154700.0,0.35
Missouri,Macon County,1035,149100.0,0.65
Missouri,Madison County,1130,159000.0,0.64
Missouri,Maries County,1115,219100.0,0.45
Missouri,Marion County,1335,162000.0,0.75
Missouri,Mercer County,1006,104900.0,0.69
Missouri,Miller County,1102,192600.0,0.55
Missouri,Mississippi County,880,109000.0,0.77
Missouri,Moniteau County,1245,181900.0,0.61
Missouri,Monroe County,1192,149300.0,0.74
Missouri,Montgomery County,1351,178700.0,0.58
Missouri,Morgan County,1082,194400.0,0.48
Missouri,New Madrid County,814,111800.0,0.67
Missouri,Newton County,1207,190700.0,0.62
Missouri,Nodaway County,1368,177500.0,0.78
Missouri,Oregon County,627,113300.0,0.49
Missouri,Osage County,1307,223300.0,0.51
Missouri,Ozark County,737,168600.0,0.43
Missouri,Pemiscot County,925,97000.0,0.79
Missouri,Perry County,1395,188200.0,0.57
Missouri,Pettis County,1289,166300.0,0.65
Missouri,Phelps County,1312,206500.0,0.63
Missouri,Pike County,979,146000.0,0.61
Missouri,Platte County,3613,345100.0,1.04
Missouri,Polk County,1137,205800.0,0.52
Missouri,Pulaski County,1159,189800.0,0.6
Missouri,Putnam County,1211,119500.0,0.86
Missouri,Ralls County,1229,168200.0,0.64
Missouri,Randolph County,1235,159300.0,0.81
Missouri,Ray County,1594,198800.0,0.72
Missouri,Reynolds County,560,151700.0,0.42
Missouri,Ripley County,550,119600.0,0.48
Missouri,St. Charles County,3480,320800.0,1.06
Missouri,St. Clair County,966,157100.0,0.51
Missouri,Ste. Genevieve County,1395,222200.0,0.66
Missouri,St. Francois County,1188,169300.0,0.63
Missouri,St. Louis County,3335,276800.0,1.14
Missouri,Saline County,1177,150500.0,0.66
Missouri,Schuyler County,1083,137500.0,0.72
Missouri,Scotland County,1248,158800.0,0.65
Missouri,Scott County,957,154400.0,0.58
Missouri,Shannon County,676,157500.0,0.36
Missouri,Shelby County,860,99900.0,0.81
Missouri,Stoddard County,939,143300.0,0.67
Missouri,Stone County,1168,249000.0,0.44
Missouri,Sullivan County,795,115600.0,0.56
Missouri,Taney County,1196,218800.0,0.54
Missouri,Texas County,713,146700.0,0.44
Missouri,Vernon County,1067,158800.0,0.64
Missouri,Warren County,1809,260400.0,0.59
Missouri,Washington County,719,129400.0,0.52
Missouri,Wayne County,563,107400.0,0.54
Missouri,Webster County,1196,228800.0,0.49
Missouri,Worth County,789,96600.0,0.88
Missouri,Wright County,640,160100.0,0.34
Missouri,St. Louis city,2033,197500.0,1.03
Montana,Beaverhead County,2069,308300.0,0.51
Montana,Big Horn County,1574,143400.0,0.56
Montana,Blaine County,2080,155500.0,0.68
Montana,Broadwater County,2384,426600.0,0.5
Montana,Carbon County,2281,420800.0,0.42
Montana,Carter County,904,199200.0,0.2
Montana,Cascade County,2320,265300.0,0.77
Montana,Chouteau County,1566,207800.0,0.64
Montana,Custer County,2264,219100.0,0.8
Montana,Daniels County,1610,184800.0,1.04
Montana,Dawson County,2110,185300.0,1.0
Montana,Deer Lodge County,1803,231700.0,0.66
Montana,Fallon County,1220,244800.0,0.43
Montana,Fergus County,1769,236100.0,0.77
Montana,Flathead County,3120,535500.0,0.54
Montana,Gallatin County,3933,667600.0,0.55
Montana,Garfield County,1052,169900.0,0.56
Montana,Glacier County,1391,165100.0,0.49
Montana,Golden Valley County,1132,212200.0,0.36
Montana,Granite County,2130,352700.0,0.42
Montana,Hill County,1980,202600.0,0.9
Montana,Jefferson County,2446,446900.0,0.51
Montana,Judith Basin County,1066,238300.0,0.5
Montana,Lake County,2561,421800.0,0.48
Montana,Lewis and Clark County,3113,393500.0,0.73
Montana,Liberty County,1570,169100.0,1.26
Montana,Lincoln County,1615,296500.0,0.5
Montana,McCone County,1429,211600.0,0.74
Montana,Madison County,1937,470100.0,0.34
Montana,Meagher County,1725,259800.0,0.42
Montana,Mineral County,1758,364300.0,0.5
Montana,Missoula County,4150,472100.0,0.78
Montana,Musselshell County,1287,235000.0,0.51
Montana,Park County,2641,467500.0,0.38
Montana,Petroleum County,1211,201400.0,0.57
Montana,Phillips County,1551,197600.0,0.54
Montana,Pondera County,1651,206100.0,0.73
Montana,Powder River County,1304,192100.0,0.32
Montana,Powell County,2104,306500.0,0.53
Montana,Prairie County,1391,165700.0,0.49
Montana,Ravalli County,2380,476600.0,0.41
Montana,Richland County,1934,263000.0,0.72
Montana,Roosevelt County,1522,118800.0,0.67
Montana,Rosebud County,1285,182400.0,0.51
Montana,Sanders County,1889,359000.0,0.46
Montana,Sheridan County,1521,124000.0,1.01
Montana,Silver Bow County,2500,255200.0,0.84
Montana,Stillwater County,2319,405800.0,0.55
Montana,Sweet Grass County,1615,330100.0,0.36
Montana,Teton County,1987,264000.0,0.72
Montana,Toole County,1908,218400.0,0.66
Montana,Treasure County,1364,230300.0,0.48
Montana,Valley County,2333,198400.0,0.92
Montana,Wheatland County,1013,180800.0,0.48
Montana,Wibaux County,598,98600.0,0.59
Montana,Yellowstone County,2832,349500.0,0.74
Nebraska,Adams County,2793,193100.0,1.37
Nebraska,Antelope County,1608,130300.0,1.1
Nebraska,Arthur County,1733,185900.0,1.17
Nebraska,Banner County,2592,205700.0,1.11
Nebraska,Blaine County,1333,116900.0,0.94
Nebraska,Boone County,1781,173700.0,1.03
Nebraska,Box Butte County,2516,166600.0,1.37
Nebraska,Boyd County,1142,104000.0,1.16
Nebraska,Brown County,1250,113900.0,0.96
Nebraska,Buffalo County,3555,246400.0,1.38
Nebraska,Burt County,1937,147000.0,1.13
Nebraska,Butler County,2044,184200.0,1.12
Nebraska,Cass County,3652,254900.0,1.29
Nebraska,Cedar County,1848,185000.0,1.03
Nebraska,Chase County,2131,165900.0,1.02
Nebraska,Cherry County,1505,152200.0,0.95
Nebraska,Cheyenne County,2301,139700.0,1.54
Nebraska,Clay County,1870,155600.0,1.18
Nebraska,Colfax County,1710,144700.0,1.13
Nebraska,Cuming County,1784,178800.0,1.13
Nebraska,Custer County,1838,157800.0,1.03
Nebraska,Dakota County,2854,185700.0,1.25
Nebraska,Dawes County,2183,150900.0,1.21
Nebraska,Dawson County,2172,166200.0,1.13
Nebraska,Deuel County,1431,100200.0,1.33
Nebraska,Dixon County,1874,155900.0,1.07
Nebraska,Dodge County,2643,208600.0,1.32
Nebraska,Douglas County,4507,266100.0,1.62
Nebraska,Dundy County,1146,143400.0,0.9
Nebraska,Fillmore County,1491,151000.0,1.2
Nebraska,Franklin County,1221,95600.0,0.82
Nebraska,Frontier County,2101,149800.0,1.41
Nebraska,Furnas County,1353,98400.0,1.13
Nebraska,Gage County,2447,174000.0,1.26
Nebraska,Garden County,1113,110400.0,0.87
Nebraska,Garfield County,2383,176600.0,1.11
Nebraska,Gosper County,2403,228500.0,0.89
Nebraska,Grant County,929,136700.0,0.74
Nebraska,Greeley County,1544,120000.0,1.1
Nebraska,Hall County,3120,224600.0,1.27
Nebraska,Hamilton County,2407,253700.0,0.96
Nebraska,Harlan County,1876,145800.0,1.04
Nebraska,Hayes County,1294,128100.0,1.92
Nebraska,Hitchcock County,1130,96700.0,1.11
Nebraska,Holt County,1828,165100.0,1.06
Nebraska,Hooker County,979,93800.0,0.9
Nebraska,Howard County,2429,209100.0,1.06
Nebraska,Jefferson County,1886,129500.0,1.32
Nebraska,Johnson County,2052,155500.0,0.78
Nebraska,Kearney County,2740,223400.0,0.97
Nebraska,Keith County,2369,168000.0,1.19
Nebraska,Keya Paha County,1404,108800.0,1.14
Nebraska,Kimball County,1828,109400.0,1.28
Nebraska,Knox County,1472,127700.0,1.07
Nebraska,Lancaster County,4204,275200.0,1.43
Nebraska,Lincoln County,2788,189500.0,1.42
Nebraska,Logan County,1712,175000.0,0.45
Nebraska,Loup County,1295,182300.0,0.84
Nebraska,McPherson County,1350,121600.0,0.77
Nebraska,Madison County,2854,208500.0,1.32
Nebraska,Merrick County,2280,175900.0,1.02
Nebraska,Morrill County,1644,116100.0,1.08
Nebraska,Nance County,1451,132000.0,1.19
Nebraska,Nemaha County,1898,131700.0,1.27
Nebraska,Nuckolls County,1133,96500.0,0.83
Nebraska,Otoe County,2691,201600.0,1.29
Nebraska,Pawnee County,1206,79400.0,1.29
Nebraska,Perkins County,1574,157200.0,0.95
Nebraska,Phelps County,2573,194900.0,1.26
Nebraska,Pierce County,2234,196000.0,1.22
Nebraska,Platte County,2885,223900.0,1.26
Nebraska,Polk County,1888,189900.0,0.93
Nebraska,Red Willow County,1879,159600.0,1.16
Nebraska,Richardson County,1432,100300.0,1.09
Nebraska,Rock County,1262,117500.0,0.54
Nebraska,Saline County,2663,197400.0,1.22
Nebraska,Sarpy County,5473,314100.0,1.72
Nebraska,Saunders County,3531,271700.0,1.21
Nebraska,Scotts Bluff County,2495,168500.0,1.39
Nebraska,Seward County,2850,241300.0,1.18
Nebraska,Sheridan County,1556,113400.0,1.14
Nebraska,Sherman County,1764,152000.0,1.18
Nebraska,Sioux County,1614,99300.0,0.78
Nebraska,Stanton County,2471,195400.0,1.19
Nebraska,Thayer County,1259,122800.0,0.95
Nebraska,Thomas County,1364,109200.0,0.79
Nebraska,Thurston County,1682,114600.0,1.12
Nebraska,Valley County,2041,154600.0,1.05
Nebraska,Washington County,4142,297600.0,1.37
Nebraska,Wayne County,2486,221600.0,1.2
Nebraska,Webster County,1707,117600.0,1.32
Nebraska,Wheeler County,1164,146500.0,0.98
Nebraska,York County,2263,189400.0,1.1
Nevada,Churchill County,1758,329900.0,0.52
Nevada,Clark County,2057,431000.0,0.52
Nevada,Douglas County,2750,615400.0,0.45
Nevada,Elko County,1492,301400.0,0.56
Nevada,Esmeralda County,669,108900.0,0.52
Nevada,Eureka County,511,82600.0,0.34
Nevada,Humboldt County,1372,278300.0,0.56
Nevada,Lander County,1366,213800.0,0.73
Nevada,Lincoln County,1126,219500.0,0.54
Nevada,Lyon County,1668,366100.0,0.5
Nevada,Mineral County,1157,156200.0,0.73
Nevada,Nye County,1316,290900.0,0.51
Nevada,Pershing County,1109,179500.0,0.68
Nevada,Storey County,1450,426400.0,0.42
Nevada,Washoe County,2385,539900.0,0.46
Nevada,White Pine County,1111,220000.0,0.55
Nevada,Carson City,1870,453000.0,0.46
New Hampshire,Belknap County,4924,374900.0,1.21
New Hampshire,Carroll County,3848,388900.0,0.87
New Hampshire,Cheshire County,6048,280100.0,1.87
New Hampshire,Coos County,3579,188900.0,1.64
New Hampshire,Grafton County,5925,344500.0,1.52
New Hampshire,Hillsborough County,6999,421100.0,1.62
New Hampshire,Merrimack County,6783,367600.0,1.8
New Hampshire,Rockingham County,7839,497500.0,1.34
New Hampshire,Strafford County,6708,362800.0,1.76
New Hampshire,Sullivan County,5756,268700.0,1.77
New Jersey,Atlantic County,6776,295000.0,1.86
New Jersey,Bergen County,"10,000+",623000.0,1.89
New Jersey,Burlington County,7983,354000.0,2.07
New Jersey,Camden County,8134,287100.0,2.47
New Jersey,Cape May County,5306,434600.0,0.93
New Jersey,Cumberland County,5052,221400.0,2.02
New Jersey,Essex County,"10,000+",524100.0,2.1
New Jersey,Gloucester County,8055,310400.0,2.4
New Jersey,Hudson County,9555,539700.0,1.56
New Jersey,Hunterdon County,"10,000+",517200.0,2.04
New Jersey,Mercer County,8909,377700.0,2.15
New Jersey,Middlesex County,9712,462900.0,1.99
New Jersey,Monmouth County,"10,000+",606100.0,1.53
New Jersey,Morris County,"10,000+",582500.0,1.84
New Jersey,Ocean County,6562,398400.0,1.42
New Jersey,Passaic County,"10,000+",459500.0,2.26
New Jersey,Salem County,7018,239500.0,2.19
New Jersey,Somerset County,"10,000+",552100.0,1.84
New Jersey,Sussex County,8568,369400.0,2.2
New Jersey,Union County,"10,000+",529200.0,2.03
New Jersey,Warren County,8119,346500.0,2.26
New Mexico,Bernalillo County,2629,292900.0,0.85
New Mexico,Catron County,608,167000.0,0.27
