,zpid,address,price,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,is_featured,street_add,city,state_zipcode,state_code,zipcode,state_name
1830,62897101,"100 Clendenon Rd, Spencer, TN 38585",190000,2.0,2.0,1184.0,35.62241,-85.437225,House for sale,SINGLE_FAMILY,30,,https://www.zillow.com/homedetails/100-Clendenon-Rd-Spencer-TN-38585/62897101_zpid/,False,False,100 Clendenon Rd,Spencer,TN 38585,TN,38585,Tennessee
1831,122557095,"409 Owl Dr, Lebanon, TN 37087",480000,4.0,3.0,2419.0,36.24899,-86.44649,Coming soon,SINGLE_FAMILY,7,,https://www.zillow.com/homedetails/409-Owl-Dr-Lebanon-TN-37087/122557095_zpid/,True,False,409 Owl Dr,Lebanon,TN 37087,TN,37087,Tennessee
1832,50883089,"8756 Poplar Creek Rd, Nashville, TN 37221",1200000,3.0,4.0,4037.0,36.054165,-87.009766,House for sale,SINGLE_FAMILY,16,,https://www.zillow.com/homedetails/8756-Poplar-Creek-Rd-Nashville-TN-37221/50883089_zpid/,False,False,8756 Poplar Creek Rd,Nashville,TN 37221,TN,37221,Tennessee
1833,62887485,"201 James Matthew Ln, Mount Juliet, TN 37122",699900,3.0,3.0,3196.0,36.287186,-86.546936,House for sale,SINGLE_FAMILY,23,,https://www.zillow.com/homedetails/201-James-Matthew-Ln-Mount-Juliet-TN-37122/62887485_zpid/,False,False,201 James Matthew Ln,Mount Juliet,TN 37122,TN,37122,Tennessee
1834,41233600,"415 Floyd Dr, Smithville, TN 37166",235000,4.0,2.0,2820.0,36.01373,-85.77165,House for sale,SINGLE_FAMILY,32,,https://www.zillow.com/homedetails/415-Floyd-Dr-Smithville-TN-37166/41233600_zpid/,False,False,415 Floyd Dr,Smithville,TN 37166,TN,37166,Tennessee
1835,450266889,"750 Shadden Rd, Tellico Plains, TN 37385",380000,4.0,3.0,4480.0,35.36417,-84.37859,House for sale,SINGLE_FAMILY,146,,https://www.zillow.com/homedetails/750-Shadden-Rd-Tellico-Plains-TN-37385/450266889_zpid/,False,False,750 Shadden Rd,Tellico Plains,TN 37385,TN,37385,Tennessee
1836,41403155,"6529 Waconda Point Rd, Harrison, TN 37341",608000,4.0,3.0,3729.0,35.135242,-85.134476,House for sale,SINGLE_FAMILY,2,590900.0,https://www.zillow.com/homedetails/6529-Waconda-Point-Rd-Harrison-TN-37341/41403155_zpid/,False,False,6529 Waconda Point Rd,Harrison,TN 37341,TN,37341,Tennessee
1837,331675521,"2479 Prairie Hill Dr, Antioch, TN 37013",570000,4.0,4.0,2763.0,35.9964,-86.64303,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/2479-Prairie-Hill-Dr-Antioch-TN-37013/331675521_zpid/,True,False,2479 Prairie Hill Dr,Antioch,TN 37013,TN,37013,Tennessee
1838,108805447,"5715 Greenbrier Rd, Franklin, TN 37064",30000000,4.0,5.0,3362.0,35.852036,-87.09459,House for sale,SINGLE_FAMILY,284,,https://www.zillow.com/homedetails/5715-Greenbrier-Rd-Franklin-TN-37064/108805447_zpid/,False,False,5715 Greenbrier Rd,Franklin,TN 37064,TN,37064,Tennessee
1839,80507379,"8831 Forest Creek Ln, Ooltewah, TN 37363",2500000,6.0,11.0,8963.0,35.10077,-85.06725,House for sale,SINGLE_FAMILY,2,2327400.0,https://www.zillow.com/homedetails/8831-Forest-Creek-Ln-Ooltewah-TN-37363/80507379_zpid/,False,False,8831 Forest Creek Ln,Ooltewah,TN 37363,TN,37363,Tennessee
1840,41703192,"1406 Moorgate Dr, Knoxville, TN 37922",560000,3.0,3.0,2523.0,35.88627,-84.05318,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/1406-Moorgate-Dr-Knoxville-TN-37922/41703192_zpid/,False,False,1406 Moorgate Dr,Knoxville,TN 37922,TN,37922,Tennessee
1841,55768632,"6331 Williams Grove Dr, Brentwood, TN 37027",1199900,4.0,4.0,3342.0,36.016953,-86.74608,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/6331-Williams-Grove-Dr-Brentwood-TN-37027/55768632_zpid/,False,False,6331 Williams Grove Dr,Brentwood,TN 37027,TN,37027,Tennessee
1842,55237336,"7927 Long Dr, Chattanooga, TN 37421",419000,5.0,3.0,2900.0,35.022457,-85.13601,House for sale,SINGLE_FAMILY,0,407400.0,https://www.zillow.com/homedetails/7927-Long-Dr-Chattanooga-TN-37421/55237336_zpid/,False,False,7927 Long Dr,Chattanooga,TN 37421,TN,37421,Tennessee
1843,218261822,"1136 W State Line Rd, Rossville, GA 30741",250000,3.0,2.0,1884.0,34.985554,-85.236885,Coming soon,SINGLE_FAMILY,1,322100.0,https://www.zillow.com/homedetails/1136-W-State-Line-Rd-Rossville-GA-30741/218261822_zpid/,False,False,1136 W State Line Rd,Rossville,GA 30741,GA,30741,Georgia
1844,460338451,"113 Cherokee Dr, Harriman, TN 37748",375000,3.0,3.0,1928.0,35.97756,-84.56947,House for sale,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/113-Cherokee-Dr-Harriman-TN-37748/460338451_zpid/,False,False,113 Cherokee Dr,Harriman,TN 37748,TN,37748,Tennessee
1845,78167959,"814 N Park Ave, Helena, MT 59601",499000,4.0,2.0,1750.0,46.596207,-112.04018,Active,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/814-N-Park-Ave-Helena-MT-59601/78167959_zpid/,False,False,814 N Park Ave,Helena,MT 59601,MT,59601,Montana
1846,445973148,"460 13th Ln SW, Fairfield, MT 59436",1650000,6.0,4.0,5600.0,47.552017,-112.27723,Active,SINGLE_FAMILY,7,1590400.0,https://www.zillow.com/homedetails/460-13th-Ln-SW-Fairfield-MT-59436/445973148_zpid/,False,False,460 13th Ln SW,Fairfield,MT 59436,MT,59436,Montana
1847,250159092,"5650 Canyonwoods Dr, Billings, MT 59106",26900000,10.0,19.0,30843.0,45.816647,-108.65776,House for sale,SINGLE_FAMILY,221,,https://www.zillow.com/homedetails/5650-Canyonwoods-Dr-Billings-MT-59106/250159092_zpid/,False,False,5650 Canyonwoods Dr,Billings,MT 59106,MT,59106,Montana
1848,3167989,"1323 Granite Ave, Billings, MT 59102",289900,4.0,2.0,2837.0,45.8014,-108.54985,House for sale,SINGLE_FAMILY,31,,https://www.zillow.com/homedetails/1323-Granite-Ave-Billings-MT-59102/3167989_zpid/,False,False,1323 Granite Ave,Billings,MT 59102,MT,59102,Montana
1849,2059377707,"179 Stallion Dr, Bozeman, MT 59718",669000,3.0,3.0,1790.0,45.695988,-111.145775,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/179-Stallion-Dr-Bozeman-MT-59718/2059377707_zpid/,True,False,179 Stallion Dr,Bozeman,MT 59718,MT,59718,Montana
1850,97896702,"629 High Country Dr, Kalispell, MT 59901",675000,2.0,2.0,720.0,48.220078,-114.07849,Active,SINGLE_FAMILY,3,653300.0,https://www.zillow.com/homedetails/629-High-Country-Dr-Kalispell-MT-59901/97896702_zpid/,False,False,629 High Country Dr,Kalispell,MT 59901,MT,59901,Montana
1851,331519163,"569 Timber Trl, Stevensville, MT 59870",1350000,3.0,3.0,2520.0,46.52485,-114.15363,Active,SINGLE_FAMILY,3,1295700.0,https://www.zillow.com/homedetails/569-Timber-Trl-Stevensville-MT-59870/331519163_zpid/,True,False,569 Timber Trl,Stevensville,MT 59870,MT,59870,Montana
1852,203180688,"640 Spring Cir, Billings, MT 59101",575000,4.0,3.0,3089.0,45.80918,-108.39231,House for sale,SINGLE_FAMILY,3,534100.0,https://www.zillow.com/homedetails/640-Spring-Cir-Billings-MT-59101/203180688_zpid/,False,False,640 Spring Cir,Billings,MT 59101,MT,59101,Montana
1853,230858792,"363 Poplar Ln, Florence, MT 59833",775000,3.0,4.0,4003.0,46.61179,-114.08402,Active,SINGLE_FAMILY,3,761300.0,https://www.zillow.com/homedetails/363-Poplar-Ln-Florence-MT-59833/230858792_zpid/,False,False,363 Poplar Ln,Florence,MT 59833,MT,59833,Montana
1854,230857932,"1065 Prairie Ln, Stevensville, MT 59870",560000,3.0,2.0,1728.0,46.529194,-113.987274,Active,SINGLE_FAMILY,3,557800.0,https://www.zillow.com/homedetails/1065-Prairie-Ln-Stevensville-MT-59870/230857932_zpid/,False,False,1065 Prairie Ln,Stevensville,MT 59870,MT,59870,Montana
1855,125501475,"1789 Skalkaho Hwy, Hamilton, MT 59840",22500000,14.0,9.0,12824.0,46.163044,-114.00639,Active,SINGLE_FAMILY,10,,https://www.zillow.com/homedetails/1789-Skalkaho-Hwy-Hamilton-MT-59840/125501475_zpid/,False,False,1789 Skalkaho Hwy,Hamilton,MT 59840,MT,59840,Montana
1856,128532434,"3531 Amaranth Ct, Bozeman, MT 59718",779000,5.0,3.0,3064.0,45.75305,-111.10249,House for sale,SINGLE_FAMILY,4,744600.0,https://www.zillow.com/homedetails/3531-Amaranth-Ct-Bozeman-MT-59718/128532434_zpid/,False,False,3531 Amaranth Ct,Bozeman,MT 59718,MT,59718,Montana
1857,89686324,"524 Sugarloaf Mountain Ln, Cascade, MT 59421",250000,1.0,1.0,958.0,47.153294,-111.91875,Active,SINGLE_FAMILY,24,,https://www.zillow.com/homedetails/524-Sugarloaf-Mountain-Ln-Cascade-MT-59421/89686324_zpid/,False,False,524 Sugarloaf Mountain Ln,Cascade,MT 59421,MT,59421,Montana
1858,78180914,"417 4th Ave SW, Conrad, MT 59425",149000,4.0,3.0,1564.0,48.17108,-111.95358,Active,SINGLE_FAMILY,0,148400.0,https://www.zillow.com/homedetails/417-4th-Ave-SW-Conrad-MT-59425/78180914_zpid/,False,False,417 4th Ave SW,Conrad,MT 59425,MT,59425,Montana
1859,303854884,"158 N Fork Eagle Mountain Rd, Columbus, MT 59019",850000,3.0,3.0,3052.0,45.65025,-109.29814,House for sale,SINGLE_FAMILY,5,830900.0,https://www.zillow.com/homedetails/158-N-Fork-Eagle-Mountain-Rd-Columbus-MT-59019/303854884_zpid/,False,False,158 N Fork Eagle Mountain Rd,Columbus,MT 59019,MT,59019,Montana
1860,78197061,"1638 Gaylord St, Butte, MT 59701",424900,3.0,2.0,2057.0,45.99727,-112.51986,House for sale,SINGLE_FAMILY,2,408600.0,https://www.zillow.com/homedetails/1638-Gaylord-St-Butte-MT-59701/78197061_zpid/,False,False,1638 Gaylord St,Butte,MT 59701,MT,59701,Montana
1861,2056988737,"216 Lincoln St S, Thompson Falls, MT 59873",639000,3.0,3.0,4554.0,47.59456,-115.35494,Active,SINGLE_FAMILY,152,632200.0,https://www.zillow.com/homedetails/216-Lincoln-St-S-Thompson-Falls-MT-59873/2056988737_zpid/,False,False,216 Lincoln St S,Thompson Falls,MT 59873,MT,59873,Montana
1862,455048683,"3039 Foothill Rd #3005, Kalispell, MT 59901",19250000,13.0,14.0,16336.0,48.17718,-114.04248,Active,SINGLE_FAMILY,207,,https://www.zillow.com/homedetails/3039-Foothill-Rd-3005-Kalispell-MT-59901/455048683_zpid/,False,False,3039 Foothill Rd #3005,Kalispell,MT 59901,MT,59901,Montana
1863,2062987558,"Nhn N Ashley Lake Rd, Kila, MT 59920",25000000,6.0,6.0,8200.0,48.197155,-114.64687,Active,SINGLE_FAMILY,121,,https://www.zillow.com/homedetails/Nhn-N-Ashley-Lake-Rd-Kila-MT-59920/2062987558_zpid/,False,False,Nhn N Ashley Lake Rd,Kila,MT 59920,MT,59920,Montana
1864,453625355,"220 Highland Meadow Rd, Kila, MT 59920",699950,4.0,3.0,2464.0,48.118137,-114.41131,Active,SINGLE_FAMILY,206,,https://www.zillow.com/homedetails/220-Highland-Meadow-Rd-Kila-MT-59920/453625355_zpid/,False,False,220 Highland Meadow Rd,Kila,MT 59920,MT,59920,Montana
1865,3134008,"19455 Arabian Ln, Frenchtown, MT 59834",625700,3.0,3.0,2020.0,47.049343,-114.269356,Active,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/19455-Arabian-Ln-Frenchtown-MT-59834/3134008_zpid/,False,False,19455 Arabian Ln,Frenchtown,MT 59834,MT,59834,Montana
1866,454958907,"240 Horsetail Rd, Bozeman, MT 59715",24500000,7.0,7.0,7645.0,45.62254,-111.026566,House for sale,SINGLE_FAMILY,211,,https://www.zillow.com/homedetails/240-Horsetail-Rd-Bozeman-MT-59715/454958907_zpid/,False,False,240 Horsetail Rd,Bozeman,MT 59715,MT,59715,Montana
1867,68649624,"2846 Brushpopper Ln, Missoula, MT 59803",910000,4.0,3.0,3212.0,46.78901,-114.03773,Active,SINGLE_FAMILY,3,886900.0,https://www.zillow.com/homedetails/2846-Brushpopper-Ln-Missoula-MT-59803/68649624_zpid/,False,False,2846 Brushpopper Ln,Missoula,MT 59803,MT,59803,Montana
1868,2063514453,"Nhn Cromwell Island Rd, Dayton, MT 59914",72000000,2.0,2.0,45000.0,47.85073,-114.267204,Active,SINGLE_FAMILY,705,,https://www.zillow.com/homedetails/Nhn-Cromwell-Island-Rd-Dayton-MT-59914/2063514453_zpid/,False,False,Nhn Cromwell Island Rd,Dayton,MT 59914,MT,59914,Montana
1869,337189696,"65 Naya Nuki Dr, Bozeman, MT 59715",3000000,5.0,5.0,6359.0,45.74571,-111.06521,House for sale,SINGLE_FAMILY,9,,https://www.zillow.com/homedetails/65-Naya-Nuki-Dr-Bozeman-MT-59715/337189696_zpid/,False,False,65 Naya Nuki Dr,Bozeman,MT 59715,MT,59715,Montana
1870,116367681,"935 Napa Dr, Helena, MT 59601",799900,5.0,3.0,3154.0,46.57641,-111.98097,Active,SINGLE_FAMILY,8,785200.0,https://www.zillow.com/homedetails/935-Napa-Dr-Helena-MT-59601/116367681_zpid/,False,False,935 Napa Dr,Helena,MT 59601,MT,59601,Montana
1871,116350262,"135 Panorama Dr, White Sulphur Springs, MT 59645",725000,4.0,4.0,3044.0,46.36906,-111.060905,Active,SINGLE_FAMILY,201,712800.0,https://www.zillow.com/homedetails/135-Panorama-Dr-White-Sulphur-Springs-MT-59645/116350262_zpid/,False,False,135 Panorama Dr,White Sulphur Springs,MT 59645,MT,59645,Montana
1872,51410743,"10 Shamrock Ln, Great Falls, MT 59405",309900,4.0,2.0,1820.0,47.4523,-111.29277,Active Under Contract,SINGLE_FAMILY,5,304800.0,https://www.zillow.com/homedetails/10-Shamrock-Ln-Great-Falls-MT-59405/51410743_zpid/,False,False,10 Shamrock Ln,Great Falls,MT 59405,MT,59405,Montana
1873,121081699,"4779 Sanctuary Trl, Billings, MT 59101",1490000,6.0,7.0,5810.0,45.793663,-108.36249,House for sale,SINGLE_FAMILY,215,,https://www.zillow.com/homedetails/4779-Sanctuary-Trl-Billings-MT-59101/121081699_zpid/,False,False,4779 Sanctuary Trl,Billings,MT 59101,MT,59101,Montana
1874,230859449,"5282 Otto Way, Florence, MT 59833",1000000,3.0,4.0,2960.0,46.619476,-114.022865,Active,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/5282-Otto-Way-Florence-MT-59833/230859449_zpid/,False,False,5282 Otto Way,Florence,MT 59833,MT,59833,Montana
1875,337743827,"5610 Blazing Trail Ln, Helena, MT 59602",684000,3.0,3.0,1440.0,46.703712,-111.81612,Active Under Contract,SINGLE_FAMILY,4,667100.0,https://www.zillow.com/homedetails/5610-Blazing-Trail-Ln-Helena-MT-59602/337743827_zpid/,False,False,5610 Blazing Trail Ln,Helena,MT 59602,MT,59602,Montana
1876,458397190,"10400 Hyalite Canyon Rd, Bozeman, MT 59718",400000,2.0,1.0,1581.0,45.56137,-111.070274,House for sale,SINGLE_FAMILY,80,,https://www.zillow.com/homedetails/10400-Hyalite-Canyon-Rd-Bozeman-MT-59718/458397190_zpid/,False,False,10400 Hyalite Canyon Rd,Bozeman,MT 59718,MT,59718,Montana
1877,87957145,"15 Rocky Ridge Rd, Belt, MT 59412",615000,3.0,2.0,3553.0,47.218517,-110.92397,Active,SINGLE_FAMILY,253,604900.0,https://www.zillow.com/homedetails/15-Rocky-Ridge-Rd-Belt-MT-59412/87957145_zpid/,False,False,15 Rocky Ridge Rd,Belt,MT 59412,MT,59412,Montana
1878,3132329,"2418 S 10th St W, Missoula, MT 59801",499000,3.0,2.0,1376.0,46.86065,-114.038025,Active,SINGLE_FAMILY,5,493300.0,https://www.zillow.com/homedetails/2418-S-10th-St-W-Missoula-MT-59801/3132329_zpid/,False,False,2418 S 10th St W,Missoula,MT 59801,MT,59801,Montana
1879,331232941,"107 Eldridge Creek Trl, Livingston, MT 59047",11000000,5.0,4.0,4585.0,45.645786,-110.743286,House for sale,SINGLE_FAMILY,152,,https://www.zillow.com/homedetails/107-Eldridge-Creek-Trl-Livingston-MT-59047/331232941_zpid/,False,False,107 Eldridge Creek Trl,Livingston,MT 59047,MT,59047,Montana
1880,3184905,"1635 Elaine St, Billings, MT 59105",369900,5.0,3.0,2288.0,45.831352,-108.44342,House for sale,SINGLE_FAMILY,114,,https://www.zillow.com/homedetails/1635-Elaine-St-Billings-MT-59105/3184905_zpid/,False,False,1635 Elaine St,Billings,MT 59105,MT,59105,Montana
1881,212850136,"953 Angel Point Rd, Lakeside, MT 59922",5900000,5.0,7.0,3922.0,47.986748,-114.172386,House for sale,SINGLE_FAMILY,2,3436300.0,https://www.zillow.com/homedetails/953-Angel-Point-Rd-Lakeside-MT-59922/212850136_zpid/,False,False,953 Angel Point Rd,Lakeside,MT 59922,MT,59922,Montana
1882,74929791,"309 E Beall St, Bozeman, MT 59715",549000,2.0,2.0,856.0,45.682224,-111.03254,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/309-E-Beall-St-Bozeman-MT-59715/74929791_zpid/,False,False,309 E Beall St,Bozeman,MT 59715,MT,59715,Montana
1883,446086375,"25978 Caye Dr, Elmo, MT 59915",550000,3.0,3.0,2400.0,47.836205,-114.356316,Active,SINGLE_FAMILY,1,548400.0,https://www.zillow.com/homedetails/25978-Caye-Dr-Elmo-MT-59915/446086375_zpid/,False,False,25978 Caye Dr,Elmo,MT 59915,MT,59915,Montana
1884,212890181,"602 Geddes Ave, Whitefish, MT 59937",1175000,3.0,3.0,1949.0,48.40599,-114.34576,Active Under Contract,TOWNHOUSE,2,,https://www.zillow.com/homedetails/602-Geddes-Ave-Whitefish-MT-59937/212890181_zpid/,False,False,602 Geddes Ave,Whitefish,MT 59937,MT,59937,Montana
1885,3107425,"925 3rd Ave S, Great Falls, MT 59405",269000,5.0,3.0,2310.0,47.502167,-111.29066,Active,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/925-3rd-Ave-S-Great-Falls-MT-59405/3107425_zpid/,False,False,925 3rd Ave S,Great Falls,MT 59405,MT,59405,Montana
1886,118001670,"5320 Thunder Mountain Cv, Billings, MT 59106",480000,5.0,4.0,2218.0,45.786793,-108.65143,House for sale,SINGLE_FAMILY,0,515200.0,https://www.zillow.com/homedetails/5320-Thunder-Mountain-Cv-Billings-MT-59106/118001670_zpid/,False,False,5320 Thunder Mountain Cv,Billings,MT 59106,MT,59106,Montana
1887,116348475,"354 Brass Lantern Ct, Bozeman, MT 59715",14900000,7.0,5.0,9787.0,45.715576,-110.983086,House for sale,SINGLE_FAMILY,246,,https://www.zillow.com/homedetails/354-Brass-Lantern-Ct-Bozeman-MT-59715/116348475_zpid/,False,False,354 Brass Lantern Ct,Bozeman,MT 59715,MT,59715,Montana
1888,2066778875,"1005 Gerald Ave, Missoula, MT 59801",3500000,17.0,7.0,13977.0,46.86167,-113.996376,Active,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/1005-Gerald-Ave-Missoula-MT-59801/2066778875_zpid/,False,False,1005 Gerald Ave,Missoula,MT 59801,MT,59801,Montana
1889,234724371,"65 Upper Blooming Hills Ln, Plains, MT 59859",685000,4.0,3.0,2472.0,47.494728,-114.81862,Active,SINGLE_FAMILY,192,,https://www.zillow.com/homedetails/65-Upper-Blooming-Hills-Ln-Plains-MT-59859/234724371_zpid/,False,False,65 Upper Blooming Hills Ln,Plains,MT 59859,MT,59859,Montana
1890,78148978,"704 Obrien Ave, Whitefish, MT 59937",789000,3.0,2.0,1489.0,48.405125,-114.34151,Active Under Contract,SINGLE_FAMILY,4,744900.0,https://www.zillow.com/homedetails/704-Obrien-Ave-Whitefish-MT-59937/78148978_zpid/,False,False,704 Obrien Ave,Whitefish,MT 59937,MT,59937,Montana
1892,98554133,"37 37th Ave NE, Great Falls, MT 59404",505000,3.0,2.0,1535.0,47.539703,-111.31546,Active,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/37-37th-Ave-NE-Great-Falls-MT-59404/98554133_zpid/,False,False,37 37th Ave NE,Great Falls,MT 59404,MT,59404,Montana
1893,3175922,"1152 Toole Ct, Billings, MT 59105",410000,5.0,3.0,3480.0,45.81868,-108.49606,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/1152-Toole-Ct-Billings-MT-59105/3175922_zpid/,False,False,1152 Toole Ct,Billings,MT 59105,MT,59105,Montana
1894,122866280,"605 Robin Ln, Livingston, MT 59047",595000,3.0,2.0,1500.0,45.647476,-110.56884,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/605-Robin-Ln-Livingston-MT-59047/122866280_zpid/,False,False,605 Robin Ln,Livingston,MT 59047,MT,59047,Montana
1895,2071664505,"6 Latigo St, Big Sky, MT 59716",16950000,6.0,8.0,7950.0,45.29234,-111.42226,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/6-Latigo-St-Big-Sky-MT-59716/2071664505_zpid/,False,False,6 Latigo St,Big Sky,MT 59716,MT,59716,Montana
1896,460299167,"610 Phillips St, Missoula, MT 59802",500000,4.0,2.0,1650.0,46.881245,-113.99918,Active,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/610-Phillips-St-Missoula-MT-59802/460299167_zpid/,True,False,610 Phillips St,Missoula,MT 59802,MT,59802,Montana
1897,3172291,"734 Burlington Ave, Billings, MT 59101",415000,4.0,2.0,2052.0,45.781807,-108.53484,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/734-Burlington-Ave-Billings-MT-59101/3172291_zpid/,False,False,734 Burlington Ave,Billings,MT 59101,MT,59101,Montana
1898,250023362,"240 Blodgett View Dr, Hamilton, MT 59840",1189000,5.0,4.0,2557.0,46.271908,-114.18603,Active,SINGLE_FAMILY,107,1156500.0,https://www.zillow.com/homedetails/240-Blodgett-View-Dr-Hamilton-MT-59840/250023362_zpid/,False,False,240 Blodgett View Dr,Hamilton,MT 59840,MT,59840,Montana
1899,250176828,"682 Schoolhouse Lake Rd, Troy, MT 59935",468000,2.0,2.0,2310.0,48.420258,-115.85871,Active Under Contract,SINGLE_FAMILY,299,,https://www.zillow.com/homedetails/682-Schoolhouse-Lake-Rd-Troy-MT-59935/250176828_zpid/,False,False,682 Schoolhouse Lake Rd,Troy,MT 59935,MT,59935,Montana
1900,3165638,"2509 Zimmerman Trl, Billings, MT 59102",329900,3.0,2.0,1536.0,45.795307,-108.60128,House for sale,SINGLE_FAMILY,0,359900.0,https://www.zillow.com/homedetails/2509-Zimmerman-Trl-Billings-MT-59102/3165638_zpid/,False,False,2509 Zimmerman Trl,Billings,MT 59102,MT,59102,Montana
1901,250095121,"357 Moose Dr, West Yellowstone, MT 59758",465000,3.0,2.0,1350.0,44.770203,-111.19156,House for sale,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/357-Moose-Dr-West-Yellowstone-MT-59758/250095121_zpid/,False,False,357 Moose Dr,West Yellowstone,MT 59758,MT,59758,Montana
1902,216403616,"7300 Trout Creek Rd, Helena, MT 59602",699000,3.0,2.0,2201.0,46.716007,-111.757484,Active,SINGLE_FAMILY,109,731900.0,https://www.zillow.com/homedetails/7300-Trout-Creek-Rd-Helena-MT-59602/216403616_zpid/,False,False,7300 Trout Creek Rd,Helena,MT 59602,MT,59602,Montana
1903,193340268,"713 Johnson Ln, Superior, MT 59872",500000,3.0,1.0,1678.0,47.201275,-114.947495,Active,SINGLE_FAMILY,1,480400.0,https://www.zillow.com/homedetails/713-Johnson-Ln-Superior-MT-59872/193340268_zpid/,False,False,713 Johnson Ln,Superior,MT 59872,MT,59872,Montana
1904,459626572,"4040 Mountain View Dr S, Molt, MT 59057",689900,4.0,3.0,2840.0,45.816704,-108.853935,House for sale,SINGLE_FAMILY,31,683400.0,https://www.zillow.com/homedetails/4040-Mountain-View-Dr-S-Molt-MT-59057/459626572_zpid/,False,False,4040 Mountain View Dr S,Molt,MT 59057,MT,59057,Montana
1905,122862255,"101 Gta Ln, Hardin, MT 59034",335000,3.0,1.0,1200.0,45.718582,-107.54741,House for sale,SINGLE_FAMILY,65,313200.0,https://www.zillow.com/homedetails/101-Gta-Ln-Hardin-MT-59034/122862255_zpid/,False,False,101 Gta Ln,Hardin,MT 59034,MT,59034,Montana
1907,74924566,"723 S 5th Ave, Bozeman, MT 59715",1299000,4.0,2.0,2430.0,45.67152,-111.04434,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/723-S-5th-Ave-Bozeman-MT-59715/74924566_zpid/,False,False,723 S 5th Ave,Bozeman,MT 59715,MT,59715,Montana
1908,212886236,"307 Northern Lights Dr, Whitefish, MT 59937",13900000,7.0,10.0,14958.0,48.48275,-114.36346,Active,SINGLE_FAMILY,12,13097300.0,https://www.zillow.com/homedetails/307-Northern-Lights-Dr-Whitefish-MT-59937/212886236_zpid/,False,False,307 Northern Lights Dr,Whitefish,MT 59937,MT,59937,Montana
1909,234726357,"14 Fox Rd, Hot Springs, MT 59845",495000,3.0,2.0,2025.0,47.592655,-114.6234,Active,SINGLE_FAMILY,192,494000.0,https://www.zillow.com/homedetails/14-Fox-Rd-Hot-Springs-MT-59845/234726357_zpid/,False,False,14 Fox Rd,Hot Springs,MT 59845,MT,59845,Montana
1910,448211693,"9470 Doyle Rd, Shepherd, MT 59079",780000,4.0,3.0,3171.0,45.96751,-108.46609,House for sale,SINGLE_FAMILY,22,768300.0,https://www.zillow.com/homedetails/9470-Doyle-Rd-Shepherd-MT-59079/448211693_zpid/,False,False,9470 Doyle Rd,Shepherd,MT 59079,MT,59079,Montana
1913,250158938,"2408 Dawn Ln, Billings, MT 59101",570000,2.0,2.0,1674.0,45.725105,-108.52197,House for sale,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/2408-Dawn-Ln-Billings-MT-59101/250158938_zpid/,False,False,2408 Dawn Ln,Billings,MT 59101,MT,59101,Montana
1916,303854162,"630 18th Rd NW, Choteau, MT 59422",499000,3.0,3.0,2000.0,47.868935,-112.13676,Active,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/630-18th-Rd-NW-Choteau-MT-59422/303854162_zpid/,False,False,630 18th Rd NW,Choteau,MT 59422,MT,59422,Montana
1917,116362897,"755 Coffee Creek Rd, Bozeman, MT 59715",1595000,4.0,3.0,3240.0,45.59646,-110.798164,House for sale,SINGLE_FAMILY,24,,https://www.zillow.com/homedetails/755-Coffee-Creek-Rd-Bozeman-MT-59715/116362897_zpid/,False,False,755 Coffee Creek Rd,Bozeman,MT 59715,MT,59715,Montana
1918,193322308,"61 Quail Dr, Roundup, MT 59072",798900,4.0,4.0,3294.0,46.447502,-108.62197,House for sale,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/61-Quail-Dr-Roundup-MT-59072/193322308_zpid/,False,False,61 Quail Dr,Roundup,MT 59072,MT,59072,Montana
1920,2077587471,"79 Dry Fly Ln, Bozeman, MT 59718",1195000,4.0,3.0,2547.0,45.742657,-111.14882,House for sale,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/79-Dry-Fly-Ln-Bozeman-MT-59718/2077587471_zpid/,False,False,79 Dry Fly Ln,Bozeman,MT 59718,MT,59718,Montana
